id,source,destination,data_rates,TR
0,0,11,90,37.20239125939691
1,1,11,67,37.442778513285106
2,1,22,60,37.54798891034722
3,2,3,79,37.301614770683834
4,2,17,47,37.81425417831495
5,3,6,83,37.26278013980199
6,3,10,58,37.582131622132614
7,3,12,43,37.923559769910796
8,5,12,69,37.41621552662307
9,6,2,52,37.69818875730294
10,6,22,68,37.42932324357242
11,7,6,86,37.23580682328201
12,7,19,69,37.41621552662307
13,7,23,57,37.59998873008728
14,8,5,61,37.53165746315781
15,8,5,75,37.34416348834902
16,8,5,89,37.2104888985585
17,8,15,83,37.26278013980199
18,9,1,64,37.48537481325325
19,10,3,66,37.45659545688316
20,10,6,73,37.36700237599409
21,10,16,42,37.95363786309809
22,10,21,43,37.923559769910796
23,11,4,53,37.67726176747924
24,11,15,86,37.23580682328201
25,11,22,64,37.48537481325325
26,11,23,83,37.26278013980199
27,13,19,75,37.34416348834902
28,14,0,55,37.63740016232012
29,14,2,86,37.23580682328201
30,14,23,69,37.41621552662307
31,17,2,67,37.442778513285106
32,19,0,49,37.765379206429685
33,19,10,49,37.765379206429685
34,19,11,47,37.81425417831495
35,20,19,69,37.41621552662307
36,20,22,60,37.54798891034722
37,21,5,40,38.017589693702504
38,21,12,52,37.69818875730294
39,21,14,72,37.37884716291769
40,21,18,92,37.18667783981465
41,21,19,85,37.24460610873838
42,21,20,49,37.765379206429685
43,22,1,43,37.923559769910796
44,22,1,93,37.17905255304339
45,22,4,73,37.36700237599409
46,22,20,50,37.74220895753981
47,22,23,98,37.1430663713911
48,23,10,67,37.442778513285106
49,23,18,70,37.40344197197376
