id,source,destination,data_rates,TR
0,0,7,53,75.247
1,0,18,71,74.676
2,1,23,67,74.779
3,1,23,93,74.252
4,2,8,89,74.315
5,2,12,73,74.628
6,2,12,96,74.209
7,3,4,84,74.40100000000001
8,3,10,90,74.29899999999999
9,3,18,60,74.98899999999999
10,6,5,56,75.13
11,6,22,68,74.752
12,8,2,84,74.40100000000001
13,8,23,78,74.518
14,9,0,52,75.289
15,9,3,57,75.093
16,9,4,86,74.366
17,9,4,99,74.167
18,10,7,46,75.57300000000001
19,10,17,88,74.332
20,11,0,63,74.89399999999999
21,11,8,51,75.332
22,11,21,57,75.093
23,13,7,66,74.807
24,13,22,75,74.582
25,14,11,63,74.89399999999999
26,14,21,91,74.283
27,15,7,51,75.332
28,15,13,90,74.29899999999999
29,16,6,93,74.252
30,17,13,91,74.283
31,17,18,82,74.438
32,18,2,53,75.247
33,18,11,52,75.289
34,18,17,91,74.283
35,18,22,66,74.807
36,19,7,84,74.40100000000001
37,19,8,63,74.89399999999999
38,19,10,73,74.628
39,19,14,42,75.79899999999999
40,19,22,87,74.34899999999999
41,19,22,92,74.268
42,20,2,50,75.377
43,20,18,67,74.779
44,20,21,91,74.283
45,21,5,67,74.779
46,21,18,58,75.057
47,22,15,71,74.676
48,22,19,45,75.626
49,23,9,64,74.86399999999999
