id,source,destination,data_rates,TR
0,0,4,62,74.925
1,0,9,59,75.023
2,0,13,83,74.42
3,0,16,54,75.207
4,0,17,86,74.366
5,0,21,54,75.207
6,0,23,68,74.752
7,1,4,85,74.383
8,1,18,75,74.582
9,1,19,74,74.605
10,1,19,95,74.223
11,1,20,71,74.676
12,2,9,73,74.628
13,3,1,82,74.438
14,3,21,68,74.752
15,4,7,91,74.283
16,4,10,66,74.807
17,5,0,79,74.497
18,5,8,57,75.093
19,6,11,77,74.539
20,7,5,87,74.34899999999999
21,8,5,76,74.56
22,8,10,76,74.56
23,8,14,99,74.167
24,8,17,87,74.34899999999999
25,8,20,59,75.023
26,8,21,80,74.477
27,9,1,51,75.332
28,9,17,75,74.582
29,10,9,53,75.247
30,11,8,93,74.252
31,12,2,53,75.247
32,13,11,82,74.438
33,13,14,65,74.835
34,13,23,72,74.652
35,15,17,85,74.383
36,17,12,56,75.13
37,17,14,53,75.247
38,18,3,79,74.497
39,18,9,82,74.438
40,18,16,41,75.862
41,18,17,96,74.209
42,19,7,74,74.605
43,20,0,67,74.779
44,20,17,64,74.86399999999999
45,20,19,50,75.377
46,21,2,82,74.438
47,21,9,63,74.89399999999999
48,22,19,57,75.093
49,23,6,82,74.438
