id,source,destination,data_rates,TR
0,0,6,54,75.207
1,0,19,62,74.925
2,0,22,90,74.29899999999999
3,1,6,67,74.779
4,1,18,48,75.471
5,1,19,94,74.238
6,2,11,94,74.238
7,2,17,67,74.779
8,4,21,55,75.168
9,4,21,81,74.458
10,4,23,87,74.34899999999999
11,5,15,90,74.29899999999999
12,5,16,93,74.252
13,6,20,54,75.207
14,7,3,88,74.332
15,7,3,92,74.268
16,7,4,41,75.862
17,8,1,92,74.268
18,8,2,65,74.835
19,8,14,87,74.34899999999999
20,9,3,65,74.835
21,10,16,81,74.458
22,11,12,73,74.628
23,11,14,41,75.862
24,11,23,81,74.458
25,12,9,71,74.676
26,13,10,91,74.283
27,14,22,54,75.207
28,15,4,40,75.92699999999999
29,15,10,91,74.283
30,16,5,65,74.835
31,16,11,51,75.332
32,16,18,71,74.676
33,17,1,64,74.86399999999999
34,17,10,84,74.40100000000001
35,17,13,51,75.332
36,17,18,56,75.13
37,18,0,72,74.652
38,18,8,47,75.521
39,18,12,62,74.925
40,18,19,43,75.73899999999999
41,19,10,41,75.862
42,19,18,52,75.289
43,20,11,82,74.438
44,20,16,73,74.628
45,21,4,80,74.477
46,22,1,97,74.194
47,22,5,95,74.223
48,22,9,70,74.70100000000001
49,23,13,90,74.29899999999999
