id,source,destination,data_rates,TR
0,0,1,57,75.093
1,1,4,99,74.167
2,1,9,99,74.167
3,2,5,57,75.093
4,2,13,92,74.268
5,2,23,43,75.73899999999999
6,3,18,56,75.13
7,4,0,43,75.73899999999999
8,4,1,72,74.652
9,5,2,86,74.366
10,6,3,53,75.247
11,6,3,85,74.383
12,6,10,73,74.628
13,6,15,54,75.207
14,7,4,98,74.181
15,7,19,73,74.628
16,9,4,78,74.518
17,10,2,97,74.194
18,10,5,66,74.807
19,10,18,41,75.862
20,10,20,98,74.181
21,10,22,41,75.862
22,11,2,99,74.167
23,12,8,59,75.023
24,12,9,40,75.92699999999999
25,12,14,60,74.98899999999999
26,12,20,93,74.252
27,13,10,70,74.70100000000001
28,13,20,84,74.40100000000001
29,14,2,95,74.223
30,14,13,86,74.366
31,14,15,97,74.194
32,15,0,69,74.726
33,15,0,50,75.377
34,16,1,71,74.676
35,16,8,82,74.438
36,16,23,59,75.023
37,17,15,45,75.626
38,17,18,46,75.57300000000001
39,17,21,50,75.377
40,19,3,80,74.477
41,20,4,72,74.652
42,20,8,86,74.366
43,21,0,78,74.518
44,21,3,44,75.682
45,21,7,86,74.366
46,21,19,88,74.332
47,23,0,93,74.252
48,23,1,88,74.332
49,23,15,49,75.423
