id,source,destination,data_rates,TR
0,0,5,62,74.925
1,1,8,88,74.332
2,1,19,74,74.605
3,1,20,97,74.194
4,2,4,82,74.438
5,3,13,55,75.168
6,3,14,80,74.477
7,3,15,84,74.40100000000001
8,4,5,40,75.92699999999999
9,4,19,55,75.168
10,5,8,54,75.207
11,5,13,46,75.57300000000001
12,6,2,55,75.168
13,6,5,48,75.471
14,6,5,53,75.247
15,6,10,59,75.023
16,6,15,76,74.56
17,7,14,71,74.676
18,7,22,59,75.023
19,8,1,59,75.023
20,8,2,45,75.626
21,9,6,60,74.98899999999999
22,9,8,43,75.73899999999999
23,10,13,44,75.682
24,10,14,64,74.86399999999999
25,10,21,63,74.89399999999999
26,11,5,62,74.925
27,11,9,69,74.726
28,11,10,80,74.477
29,12,14,94,74.238
30,12,17,84,74.40100000000001
31,12,18,62,74.925
32,12,20,86,74.366
33,12,23,96,74.209
34,13,0,84,74.40100000000001
35,13,16,94,74.238
36,13,20,63,74.89399999999999
37,14,1,67,74.779
38,14,1,95,74.223
39,14,17,94,74.238
40,15,20,80,74.477
41,16,0,48,75.471
42,16,5,82,74.438
43,16,19,72,74.652
44,17,1,95,74.223
45,18,14,40,75.92699999999999
46,20,3,57,75.093
47,20,7,93,74.252
48,21,13,90,74.29899999999999
49,22,17,71,74.676
