id,source,destination,data_rates,TR
0,0,5,56,75.13
1,0,23,74,74.605
2,1,3,82,74.438
3,1,7,88,74.332
4,2,3,76,74.56
5,3,0,42,75.79899999999999
6,3,5,43,75.73899999999999
7,3,12,96,74.209
8,4,3,89,74.315
9,5,10,73,74.628
10,6,13,65,74.835
11,7,6,65,74.835
12,7,9,69,74.726
13,8,7,84,74.40100000000001
14,8,10,97,74.194
15,8,17,94,74.238
16,8,19,40,75.92699999999999
17,9,1,47,75.521
18,9,16,62,74.925
19,10,23,76,74.56
20,11,3,64,74.86399999999999
21,11,3,79,74.497
22,12,9,61,74.957
23,12,19,41,75.862
24,12,21,84,74.40100000000001
25,13,14,70,74.70100000000001
26,14,1,70,74.70100000000001
27,14,4,40,75.92699999999999
28,14,16,76,74.56
29,15,10,91,74.283
30,16,5,70,74.70100000000001
31,16,6,66,74.807
32,16,11,49,75.423
33,16,12,72,74.652
34,17,3,85,74.383
35,17,21,78,74.518
36,18,0,91,74.283
37,18,19,62,74.925
38,19,3,81,74.458
39,19,8,93,74.252
40,19,18,57,75.093
41,19,22,61,74.957
42,20,1,42,75.79899999999999
43,20,11,69,74.726
44,21,3,83,74.42
45,21,18,73,74.628
46,22,9,89,74.315
47,23,3,81,74.458
48,23,13,96,74.209
49,23,18,67,74.779
