id,source,destination,data_rates,TR
0,0,4,73,74.628
1,0,14,97,74.194
2,0,15,64,74.86399999999999
3,1,0,99,74.167
4,1,6,65,74.835
5,1,11,64,74.86399999999999
6,1,14,88,74.332
7,2,4,46,75.57300000000001
8,2,11,43,75.73899999999999
9,2,17,53,75.247
10,6,2,48,75.471
11,7,14,77,74.539
12,7,16,96,74.209
13,7,20,96,74.209
14,8,3,81,74.458
15,8,5,74,74.605
16,8,18,41,75.862
17,9,22,96,74.209
18,10,4,51,75.332
19,10,6,85,74.383
20,10,9,42,75.79899999999999
21,10,16,43,75.73899999999999
22,10,18,71,74.676
23,11,0,62,74.925
24,11,17,70,74.70100000000001
25,11,23,99,74.167
26,12,13,54,75.207
27,12,19,72,74.652
28,13,0,44,75.682
29,13,18,96,74.209
30,13,20,53,75.247
31,14,2,66,74.807
32,14,9,60,74.98899999999999
33,15,23,82,74.438
34,16,0,68,74.752
35,16,4,45,75.626
36,16,23,82,74.438
37,17,1,51,75.332
38,17,20,59,75.023
39,17,22,75,74.582
40,19,4,78,74.518
41,19,11,52,75.289
42,19,16,60,74.98899999999999
43,19,21,51,75.332
44,20,4,44,75.682
45,20,17,82,74.438
46,22,1,96,74.209
47,22,11,62,74.925
48,22,16,50,75.377
49,23,17,49,75.423
