id,source,destination,data_rates,TR
0,1,6,79,74.497
1,1,11,43,75.73899999999999
2,1,14,77,74.539
3,1,15,62,74.925
4,2,8,50,75.377
5,2,16,69,74.726
6,3,10,74,74.605
7,3,22,78,74.518
8,4,3,44,75.682
9,5,16,83,74.42
10,6,5,68,74.752
11,7,12,58,75.057
12,7,14,65,74.835
13,8,0,78,74.518
14,8,12,89,74.315
15,8,19,90,74.29899999999999
16,9,6,53,75.247
17,10,6,43,75.73899999999999
18,11,2,65,74.835
19,11,14,78,74.518
20,11,23,63,74.89399999999999
21,12,6,49,75.423
22,12,11,65,74.835
23,12,13,52,75.289
24,12,14,74,74.605
25,12,16,88,74.332
26,12,22,41,75.862
27,13,12,56,75.13
28,13,19,87,74.34899999999999
29,15,4,78,74.518
30,15,13,88,74.332
31,15,18,86,74.366
32,15,22,61,74.957
33,15,23,91,74.283
34,15,23,55,75.168
35,16,8,64,74.86399999999999
36,16,11,73,74.628
37,16,15,84,74.40100000000001
38,17,5,75,74.582
39,17,12,61,74.957
40,17,15,58,75.057
41,19,23,98,74.181
42,20,19,86,74.366
43,21,8,62,74.925
44,22,2,58,75.057
45,22,6,98,74.181
46,22,19,51,75.332
47,22,23,84,74.40100000000001
48,23,2,61,74.957
49,23,6,51,75.332
