id,source,destination,data_rates,TR
0,0,5,99,74.167
1,0,7,60,74.98899999999999
2,0,11,95,74.223
3,0,16,65,74.835
4,0,21,44,75.682
5,0,22,59,75.023
6,0,23,43,75.73899999999999
7,1,15,66,74.807
8,1,22,49,75.423
9,2,4,89,74.315
10,2,13,83,74.42
11,2,21,95,74.223
12,2,23,98,74.181
13,4,14,83,74.42
14,4,17,74,74.605
15,5,11,56,75.13
16,5,20,58,75.057
17,6,1,74,74.605
18,6,2,88,74.332
19,7,18,45,75.626
20,8,23,93,74.252
21,9,18,87,74.34899999999999
22,10,8,53,75.247
23,10,16,41,75.862
24,11,1,57,75.093
25,11,13,52,75.289
26,12,2,69,74.726
27,12,17,86,74.366
28,12,21,46,75.57300000000001
29,13,5,94,74.238
30,13,12,41,75.862
31,13,17,74,74.605
32,15,3,85,74.383
33,15,14,95,74.223
34,16,7,96,74.209
35,16,7,77,74.539
36,17,13,74,74.605
37,17,18,49,75.423
38,18,6,72,74.652
39,19,2,83,74.42
40,19,21,54,75.207
41,20,3,55,75.168
42,20,10,73,74.628
43,21,1,88,74.332
44,21,7,80,74.477
45,22,4,96,74.209
46,22,18,79,74.497
47,22,23,96,74.209
48,23,0,60,74.98899999999999
49,23,9,45,75.626
