id,source,destination,data_rates,TR
0,0,3,45,37.86683286322227
1,0,3,65,37.47078897704576
2,0,10,65,37.47078897704576
3,0,17,45,37.86683286322227
4,1,2,44,37.89464724478612
5,1,23,52,37.69818875730294
6,2,0,98,37.1430663713911
7,2,12,93,37.17905255304339
8,2,15,58,37.582131622132614
9,2,18,45,37.86683286322227
10,3,0,60,37.54798891034722
11,3,1,92,37.18667783981465
12,3,9,65,37.47078897704576
13,3,15,67,37.442778513285106
14,3,18,66,37.45659545688316
15,3,20,56,37.618402662930386
16,3,23,44,37.89464724478612
17,4,8,54,37.65700972825613
18,4,9,53,37.67726176747924
19,5,8,57,37.59998873008728
20,6,1,79,37.301614770683834
21,6,3,98,37.1430663713911
22,6,4,50,37.74220895753981
23,6,11,84,37.2535951349395
24,6,14,66,37.45659545688316
25,6,18,92,37.18667783981465
26,6,19,55,37.63740016232012
27,7,14,82,37.27216763919369
28,8,21,60,37.54798891034722
29,9,13,73,37.36700237599409
30,9,16,79,37.301614770683834
31,10,6,77,37.32239214361373
32,11,2,69,37.41621552662307
33,11,8,52,37.69818875730294
34,12,0,58,37.582131622132614
35,12,7,42,37.95363786309809
36,12,17,74,37.355444609170476
37,13,2,46,37.840054368058865
38,14,11,68,37.42932324357242
39,14,18,96,37.157049187586125
40,16,15,45,37.86683286322227
41,17,9,48,37.78937895353953
42,18,0,83,37.26278013980199
43,18,15,45,37.86683286322227
44,18,19,89,37.2104888985585
45,19,8,50,37.74220895753981
46,20,7,60,37.54798891034722
47,21,5,48,37.78937895353953
48,21,23,83,37.26278013980199
49,22,5,92,37.18667783981465
