id,source,destination,data_rates,TR
0,0,5,56,37.618402662930386
1,0,23,74,37.355444609170476
2,1,3,82,37.27216763919369
3,1,7,88,37.218753825231495
4,2,3,76,37.333149136404685
5,3,0,42,37.95363786309809
6,3,5,43,37.923559769910796
7,3,12,96,37.157049187586125
8,4,3,89,37.2104888985585
9,5,10,73,37.36700237599409
10,6,13,65,37.47078897704576
11,7,6,65,37.47078897704576
12,7,9,69,37.41621552662307
13,8,7,84,37.2535951349395
14,8,10,97,37.149991772318295
15,8,17,94,37.171575521554416
16,8,19,40,38.017589693702504
17,9,1,47,37.81425417831495
18,9,16,62,37.51579094120173
19,10,23,76,37.333149136404685
20,11,3,64,37.48537481325325
21,11,3,79,37.301614770683834
22,12,9,61,37.53165746315781
23,12,19,41,37.98495467139333
24,12,21,84,37.2535951349395
25,13,14,70,37.40344197197376
26,14,1,70,37.40344197197376
27,14,4,40,38.017589693702504
28,14,16,76,37.333149136404685
29,15,10,91,37.19445585623754
30,16,5,70,37.40344197197376
31,16,6,66,37.45659545688316
32,16,11,49,37.765379206429685
33,16,12,72,37.37884716291769
34,17,3,85,37.24460610873838
35,17,21,78,37.31188354017956
36,18,0,91,37.19445585623754
37,18,19,62,37.51579094120173
38,19,3,81,37.2817644426715
39,19,8,93,37.17905255304339
40,19,18,57,37.59998873008728
41,19,22,61,37.53165746315781
42,20,1,42,37.95363786309809
43,20,11,69,37.41621552662307
44,21,3,83,37.26278013980199
45,21,18,73,37.36700237599409
46,22,9,89,37.2104888985585
47,23,3,81,37.2817644426715
48,23,13,96,37.157049187586125
49,23,18,67,37.442778513285106
