id,source,destination,data_rates,TR
0,0,3,61,37.53165746315781
1,1,0,70,37.40344197197376
2,1,16,66,37.45659545688316
3,2,4,48,37.78937895353953
4,3,16,83,37.26278013980199
5,3,23,89,37.2104888985585
6,5,10,76,37.333149136404685
7,5,20,57,37.59998873008728
8,8,13,71,37.39098987287112
9,8,14,83,37.26278013980199
10,9,6,50,37.74220895753981
11,9,8,70,37.40344197197376
12,9,17,49,37.765379206429685
13,9,17,65,37.47078897704576
14,9,22,75,37.34416348834902
15,9,22,58,37.582131622132614
16,10,2,93,37.17905255304339
17,10,2,95,37.164242444784634
18,10,22,71,37.39098987287112
19,11,9,98,37.1430663713911
20,12,1,48,37.78937895353953
21,13,16,80,37.29157767030629
22,14,5,62,37.51579094120173
23,15,1,60,37.54798891034722
24,15,1,73,37.36700237599409
25,15,6,79,37.301614770683834
26,15,9,81,37.2817644426715
27,16,13,57,37.59998873008728
28,16,21,96,37.157049187586125
29,17,6,44,37.89464724478612
30,17,10,49,37.765379206429685
31,17,14,51,37.719825426798955
32,17,15,40,38.017589693702504
33,17,15,90,37.20239125939691
34,18,1,64,37.48537481325325
35,18,2,72,37.37884716291769
36,18,19,73,37.36700237599409
37,19,21,77,37.32239214361373
38,19,21,92,37.18667783981465
39,20,9,87,37.227191303872864
40,20,12,64,37.48537481325325
41,20,16,69,37.41621552662307
42,21,4,56,37.618402662930386
43,21,6,54,37.65700972825613
44,22,4,71,37.39098987287112
45,22,4,92,37.18667783981465
46,22,12,65,37.47078897704576
47,22,13,57,37.59998873008728
48,22,19,83,37.26278013980199
49,23,21,83,37.26278013980199
