id,source,destination,data_rates,TR
0,0,1,94,37.171575521554416
1,1,4,51,37.719825426798955
2,2,11,79,37.301614770683834
3,3,4,78,37.31188354017956
4,3,15,94,37.171575521554416
5,3,19,75,37.34416348834902
6,3,20,89,37.2104888985585
7,3,21,63,37.500369601818775
8,3,21,46,37.840054368058865
9,5,2,65,37.47078897704576
10,5,7,64,37.48537481325325
11,5,13,52,37.69818875730294
12,6,4,89,37.2104888985585
13,6,10,83,37.26278013980199
14,6,16,75,37.34416348834902
15,6,17,73,37.36700237599409
16,7,6,58,37.582131622132614
17,8,11,72,37.37884716291769
18,8,14,40,38.017589693702504
19,8,17,61,37.53165746315781
20,8,17,61,37.53165746315781
21,9,11,88,37.218753825231495
22,9,12,72,37.37884716291769
23,9,23,98,37.1430663713911
24,11,5,98,37.1430663713911
25,11,10,99,37.13626930022939
26,11,22,83,37.26278013980199
27,11,23,72,37.37884716291769
28,13,5,62,37.51579094120173
29,13,17,64,37.48537481325325
30,13,18,63,37.500369601818775
31,14,1,48,37.78937895353953
32,14,19,91,37.19445585623754
33,15,5,75,37.34416348834902
34,15,16,86,37.23580682328201
35,15,23,43,37.923559769910796
36,16,8,73,37.36700237599409
37,17,3,43,37.923559769910796
38,18,8,62,37.51579094120173
39,18,15,79,37.301614770683834
40,19,4,78,37.31188354017956
41,19,18,92,37.18667783981465
42,20,5,49,37.765379206429685
43,20,10,83,37.26278013980199
44,21,10,89,37.2104888985585
45,21,19,97,37.149991772318295
46,22,4,59,37.56480622110088
47,22,5,42,37.95363786309809
48,22,14,57,37.59998873008728
49,22,19,52,37.69818875730294
