id,source,destination,data_rates,TR
0,0,17,57,37.59998873008728
1,0,19,45,37.86683286322227
2,0,20,76,37.333149136404685
3,1,11,51,37.719825426798955
4,1,11,60,37.54798891034722
5,1,18,87,37.227191303872864
6,2,1,98,37.1430663713911
7,2,7,69,37.41621552662307
8,2,8,45,37.86683286322227
9,2,10,41,37.98495467139333
10,2,14,91,37.19445585623754
11,2,15,79,37.301614770683834
12,2,21,57,37.59998873008728
13,3,13,93,37.17905255304339
14,3,22,64,37.48537481325325
15,4,11,63,37.500369601818775
16,4,19,82,37.27216763919369
17,5,3,40,38.017589693702504
18,5,7,88,37.218753825231495
19,5,14,88,37.218753825231495
20,6,18,56,37.618402662930386
21,6,19,76,37.333149136404685
22,7,16,44,37.89464724478612
23,8,15,68,37.42932324357242
24,9,16,94,37.171575521554416
25,9,17,50,37.74220895753981
26,10,22,49,37.765379206429685
27,11,17,81,37.2817644426715
28,13,0,41,37.98495467139333
29,14,11,51,37.719825426798955
30,15,9,58,37.582131622132614
31,15,17,77,37.32239214361373
32,15,18,43,37.923559769910796
33,18,22,97,37.149991772318295
34,19,2,64,37.48537481325325
35,19,2,70,37.40344197197376
36,19,15,40,38.017589693702504
37,19,16,76,37.333149136404685
38,19,17,54,37.65700972825613
39,20,2,47,37.81425417831495
40,20,9,48,37.78937895353953
41,20,10,68,37.42932324357242
42,20,14,66,37.45659545688316
43,21,20,63,37.500369601818775
44,21,22,75,37.34416348834902
45,21,22,94,37.171575521554416
46,22,10,69,37.41621552662307
47,23,0,77,37.32239214361373
48,23,15,70,37.40344197197376
49,23,19,41,37.98495467139333
