id,source,destination,data_rates,TR
0,0,2,49,37.765379206429685
1,0,6,45,37.86683286322227
2,0,17,73,37.36700237599409
3,1,13,60,37.54798891034722
4,1,15,81,37.2817644426715
5,2,6,76,37.333149136404685
6,2,11,71,37.39098987287112
7,2,16,79,37.301614770683834
8,3,17,50,37.74220895753981
9,4,0,55,37.63740016232012
10,5,9,79,37.301614770683834
11,5,13,55,37.63740016232012
12,5,13,53,37.67726176747924
13,6,7,66,37.45659545688316
14,6,16,40,38.017589693702504
15,6,18,97,37.149991772318295
16,6,22,87,37.227191303872864
17,6,23,95,37.164242444784634
18,7,0,55,37.63740016232012
19,7,14,54,37.65700972825613
20,8,12,62,37.51579094120173
21,9,0,52,37.69818875730294
22,9,12,97,37.149991772318295
23,11,16,67,37.442778513285106
24,11,17,79,37.301614770683834
25,12,13,76,37.333149136404685
26,13,18,41,37.98495467139333
27,13,19,62,37.51579094120173
28,13,21,54,37.65700972825613
29,14,4,45,37.86683286322227
30,14,23,40,38.017589693702504
31,15,1,91,37.19445585623754
32,15,3,85,37.24460610873838
33,15,6,60,37.54798891034722
34,15,6,87,37.227191303872864
35,15,22,54,37.65700972825613
36,15,23,41,37.98495467139333
37,17,3,70,37.40344197197376
38,17,20,68,37.42932324357242
39,18,3,90,37.20239125939691
40,18,16,75,37.34416348834902
41,20,3,89,37.2104888985585
42,20,8,93,37.17905255304339
43,20,9,46,37.840054368058865
44,22,3,99,37.13626930022939
45,22,10,56,37.618402662930386
46,23,8,45,37.86683286322227
47,23,11,50,37.74220895753981
48,23,17,47,37.81425417831495
49,23,19,82,37.27216763919369
