id,source,destination,data_rates,TR
0,0,8,61,37.53165746315781
1,0,15,84,37.2535951349395
2,0,19,69,37.41621552662307
3,1,21,94,37.171575521554416
4,2,12,74,37.355444609170476
5,2,13,69,37.41621552662307
6,2,17,70,37.40344197197376
7,3,0,54,37.65700972825613
8,3,9,61,37.53165746315781
9,3,10,68,37.42932324357242
10,4,14,56,37.618402662930386
11,4,18,63,37.500369601818775
12,4,21,85,37.24460610873838
13,4,22,58,37.582131622132614
14,4,23,54,37.65700972825613
15,4,23,70,37.40344197197376
16,5,8,47,37.81425417831495
17,5,9,42,37.95363786309809
18,6,14,79,37.301614770683834
19,6,16,72,37.37884716291769
20,7,2,45,37.86683286322227
21,8,21,76,37.333149136404685
22,8,22,45,37.86683286322227
23,8,22,41,37.98495467139333
24,9,22,84,37.2535951349395
25,10,5,82,37.27216763919369
26,10,9,49,37.765379206429685
27,11,16,86,37.23580682328201
28,12,2,65,37.47078897704576
29,12,15,54,37.65700972825613
30,12,18,77,37.32239214361373
31,13,0,73,37.36700237599409
32,13,9,62,37.51579094120173
33,14,2,52,37.69818875730294
34,14,2,71,37.39098987287112
35,16,2,64,37.48537481325325
36,16,5,88,37.218753825231495
37,16,20,69,37.41621552662307
38,17,9,87,37.227191303872864
39,17,10,60,37.54798891034722
40,18,22,94,37.171575521554416
41,19,18,75,37.34416348834902
42,20,12,42,37.95363786309809
43,20,17,61,37.53165746315781
44,21,2,77,37.32239214361373
45,21,3,40,38.017589693702504
46,21,17,89,37.2104888985585
47,22,9,85,37.24460610873838
48,23,9,65,37.47078897704576
49,23,12,45,37.86683286322227
