id,source,destination,data_rates,TR
0,0,11,63,37.500369601818775
1,0,22,74,37.355444609170476
2,1,8,59,37.56480622110088
3,1,13,79,37.301614770683834
4,1,14,63,37.500369601818775
5,1,23,97,37.149991772318295
6,2,4,50,37.74220895753981
7,2,8,93,37.17905255304339
8,3,7,56,37.618402662930386
9,3,8,44,37.89464724478612
10,4,1,46,37.840054368058865
11,4,2,87,37.227191303872864
12,4,11,80,37.29157767030629
13,4,13,45,37.86683286322227
14,4,14,65,37.47078897704576
15,5,7,83,37.26278013980199
16,5,10,78,37.31188354017956
17,5,21,45,37.86683286322227
18,5,21,82,37.27216763919369
19,6,10,55,37.63740016232012
20,6,14,49,37.765379206429685
21,6,17,70,37.40344197197376
22,6,23,44,37.89464724478612
23,7,12,66,37.45659545688316
24,7,22,80,37.29157767030629
25,8,1,77,37.32239214361373
26,8,1,91,37.19445585623754
27,8,10,52,37.69818875730294
28,8,22,70,37.40344197197376
29,9,1,71,37.39098987287112
30,9,15,87,37.227191303872864
31,9,18,59,37.56480622110088
32,10,17,77,37.32239214361373
33,11,14,48,37.78937895353953
34,12,22,80,37.29157767030629
35,13,4,97,37.149991772318295
36,14,2,91,37.19445585623754
37,14,16,98,37.1430663713911
38,14,20,62,37.51579094120173
39,15,13,90,37.20239125939691
40,16,1,72,37.37884716291769
41,16,2,51,37.719825426798955
42,16,14,49,37.765379206429685
43,17,18,70,37.40344197197376
44,18,16,63,37.500369601818775
45,19,9,83,37.26278013980199
46,21,3,92,37.18667783981465
47,21,22,74,37.355444609170476
48,21,22,54,37.65700972825613
49,23,18,82,37.27216763919369
