id,source,destination,data_rates,TR
0,0,4,72,37.37884716291769
1,0,12,81,37.2817644426715
2,1,12,73,37.36700237599409
3,1,14,99,37.13626930022939
4,2,3,63,37.500369601818775
5,3,4,67,37.442778513285106
6,3,15,45,37.86683286322227
7,3,20,40,38.017589693702504
8,5,7,70,37.40344197197376
9,6,0,73,37.36700237599409
10,6,18,41,37.98495467139333
11,7,3,51,37.719825426798955
12,7,19,67,37.442778513285106
13,8,3,50,37.74220895753981
14,8,7,48,37.78937895353953
15,8,10,69,37.41621552662307
16,9,6,56,37.618402662930386
17,9,19,80,37.29157767030629
18,10,7,68,37.42932324357242
19,11,17,44,37.89464724478612
20,11,17,92,37.18667783981465
21,12,9,90,37.20239125939691
22,12,10,77,37.32239214361373
23,12,13,57,37.59998873008728
24,12,15,59,37.56480622110088
25,12,23,53,37.67726176747924
26,13,4,43,37.923559769910796
27,13,16,95,37.164242444784634
28,14,10,76,37.333149136404685
29,14,21,46,37.840054368058865
30,15,16,85,37.24460610873838
31,15,21,44,37.89464724478612
32,17,7,87,37.227191303872864
33,17,18,53,37.67726176747924
34,17,22,47,37.81425417831495
35,17,23,95,37.164242444784634
36,18,2,81,37.2817644426715
37,18,14,63,37.500369601818775
38,18,15,76,37.333149136404685
39,18,19,48,37.78937895353953
40,19,3,65,37.47078897704576
41,19,5,42,37.95363786309809
42,19,11,67,37.442778513285106
43,20,2,59,37.56480622110088
44,21,19,97,37.149991772318295
45,22,1,81,37.2817644426715
46,22,10,55,37.63740016232012
47,22,19,72,37.37884716291769
48,23,18,96,37.157049187586125
49,23,21,77,37.32239214361373
