id,source,destination,data_rates,TR
0,0,11,79,74.497
1,0,15,65,74.835
2,0,19,52,75.289
3,1,4,66,74.807
4,3,8,86,74.366
5,3,16,83,74.42
6,3,23,80,74.477
7,4,10,53,75.247
8,4,15,49,75.423
9,5,15,70,74.70100000000001
10,5,22,42,75.79899999999999
11,6,1,66,74.807
12,6,14,73,74.628
13,7,13,53,75.247
14,7,18,55,75.168
15,8,6,85,74.383
16,8,9,94,74.238
17,8,10,89,74.315
18,8,20,55,75.168
19,9,1,49,75.423
20,9,11,83,74.42
21,12,17,60,74.98899999999999
22,13,2,58,75.057
23,13,15,77,74.539
24,14,13,70,74.70100000000001
25,14,17,71,74.676
26,15,9,55,75.168
27,15,16,58,75.057
28,15,21,57,75.093
29,16,2,68,74.752
30,16,5,64,74.86399999999999
31,16,11,88,74.332
32,16,18,40,75.92699999999999
33,16,21,63,74.89399999999999
34,17,1,68,74.752
35,17,4,98,74.181
36,17,18,82,74.438
37,18,12,48,75.471
38,18,16,82,74.438
39,19,17,42,75.79899999999999
40,19,23,68,74.752
41,20,3,85,74.383
42,20,4,92,74.268
43,21,4,41,75.862
44,21,12,88,74.332
45,21,13,60,74.98899999999999
46,21,17,81,74.458
47,22,7,72,74.652
48,22,16,86,74.366
49,23,2,90,74.29899999999999
