id,source,destination,data_rates,TR
0,0,7,62,74.925
1,0,16,49,75.423
2,1,0,73,74.628
3,1,2,93,74.252
4,1,12,54,75.207
5,1,16,55,75.168
6,2,8,64,74.86399999999999
7,3,5,63,74.89399999999999
8,3,13,41,75.862
9,3,19,92,74.268
10,3,20,98,74.181
11,4,1,81,74.458
12,5,15,75,74.582
13,5,17,83,74.42
14,6,14,47,75.521
15,7,8,83,74.42
16,8,0,42,75.79899999999999
17,8,22,45,75.626
18,9,12,70,74.70100000000001
19,10,6,59,75.023
20,10,15,81,74.458
21,11,9,87,74.34899999999999
22,11,14,61,74.957
23,11,19,71,74.676
24,12,18,63,74.89399999999999
25,12,22,41,75.862
26,13,4,66,74.807
27,13,7,75,74.582
28,14,17,43,75.73899999999999
29,15,6,93,74.252
30,15,9,75,74.582
31,16,7,92,74.268
32,16,21,64,74.86399999999999
33,16,21,96,74.209
34,17,7,52,75.289
35,17,9,87,74.34899999999999
36,17,12,62,74.925
37,18,1,80,74.477
38,18,12,84,74.40100000000001
39,18,17,80,74.477
40,18,20,62,74.925
41,19,1,66,74.807
42,20,9,46,75.57300000000001
43,20,15,59,75.023
44,21,7,55,75.168
45,22,16,83,74.42
46,22,19,78,74.518
47,23,4,46,75.57300000000001
48,23,18,90,74.29899999999999
49,23,20,60,74.98899999999999
