id,source,destination,data_rates,TR
0,0,2,49,75.423
1,0,6,45,75.626
2,0,17,73,74.628
3,1,13,60,74.98899999999999
4,1,15,81,74.458
5,2,6,76,74.56
6,2,11,71,74.676
7,2,16,79,74.497
8,3,17,50,75.377
9,4,0,55,75.168
10,5,9,79,74.497
11,5,13,55,75.168
12,5,13,53,75.247
13,6,7,66,74.807
14,6,16,40,75.92699999999999
15,6,18,97,74.194
16,6,22,87,74.34899999999999
17,6,23,95,74.223
18,7,0,55,75.168
19,7,14,54,75.207
20,8,12,62,74.925
21,9,0,52,75.289
22,9,12,97,74.194
23,11,16,67,74.779
24,11,17,79,74.497
25,12,13,76,74.56
26,13,18,41,75.862
27,13,19,62,74.925
28,13,21,54,75.207
29,14,4,45,75.626
30,14,23,40,75.92699999999999
31,15,1,91,74.283
32,15,3,85,74.383
33,15,6,60,74.98899999999999
34,15,6,87,74.34899999999999
35,15,22,54,75.207
36,15,23,41,75.862
37,17,3,70,74.70100000000001
38,17,20,68,74.752
39,18,3,90,74.29899999999999
40,18,16,75,74.582
41,20,3,89,74.315
42,20,8,93,74.252
43,20,9,46,75.57300000000001
44,22,3,99,74.167
45,22,10,56,75.13
46,23,8,45,75.626
47,23,11,50,75.377
48,23,17,47,75.521
49,23,19,82,74.438
