id,source,destination,data_rates,TR
0,0,3,79,74.497
1,0,4,67,74.779
2,1,5,64,74.86399999999999
3,1,17,95,74.223
4,1,20,92,74.268
5,1,23,80,74.477
6,2,7,41,75.862
7,2,21,47,75.521
8,3,4,49,75.423
9,4,9,59,75.023
10,4,17,77,74.539
11,5,8,89,74.315
12,6,16,66,74.807
13,8,10,93,74.252
14,9,2,43,75.73899999999999
15,9,5,71,74.676
16,10,16,59,75.023
17,10,16,52,75.289
18,10,19,58,75.057
19,11,1,92,74.268
20,11,1,93,74.252
21,11,1,41,75.862
22,11,5,55,75.168
23,11,5,57,75.093
24,12,13,61,74.957
25,12,20,70,74.70100000000001
26,12,20,96,74.209
27,12,20,72,74.652
28,13,0,95,74.223
29,13,2,80,74.477
30,13,14,66,74.807
31,16,1,83,74.42
32,16,9,48,75.471
33,16,14,88,74.332
34,16,22,57,75.093
35,17,9,55,75.168
36,18,21,87,74.34899999999999
37,19,7,93,74.252
38,20,0,43,75.73899999999999
39,20,13,85,74.383
40,20,23,47,75.521
41,20,23,89,74.315
42,22,10,74,74.605
43,22,10,89,74.315
44,22,10,66,74.807
45,22,14,55,75.168
46,22,21,99,74.167
47,23,14,88,74.332
48,23,21,82,74.438
49,23,22,70,74.70100000000001
