id,source,destination,data_rates,TR
0,1,5,89,37.2104888985585
1,1,19,92,37.18667783981465
2,3,21,73,37.36700237599409
3,6,22,79,37.301614770683834
4,7,1,88,37.218753825231495
5,7,2,53,37.67726176747924
6,7,19,84,37.2535951349395
7,7,19,67,37.442778513285106
8,8,9,99,37.13626930022939
9,8,10,82,37.27216763919369
10,10,5,79,37.301614770683834
11,10,15,47,37.81425417831495
12,11,9,59,37.56480622110088
13,11,14,92,37.18667783981465
14,11,16,50,37.74220895753981
15,11,21,73,37.36700237599409
16,11,22,98,37.1430663713911
17,12,4,58,37.582131622132614
18,13,0,71,37.39098987287112
19,13,2,40,38.017589693702504
20,13,11,85,37.24460610873838
21,13,22,73,37.36700237599409
22,14,3,86,37.23580682328201
23,14,6,62,37.51579094120173
24,14,20,93,37.17905255304339
25,15,4,77,37.32239214361373
26,15,5,53,37.67726176747924
27,15,12,65,37.47078897704576
28,15,17,69,37.41621552662307
29,15,20,98,37.1430663713911
30,16,21,73,37.36700237599409
31,17,15,87,37.227191303872864
32,17,18,61,37.53165746315781
33,18,1,70,37.40344197197376
34,18,22,50,37.74220895753981
35,19,7,53,37.67726176747924
36,19,17,41,37.98495467139333
37,19,21,40,38.017589693702504
38,19,23,60,37.54798891034722
39,20,16,87,37.227191303872864
40,20,18,69,37.41621552662307
41,20,22,84,37.2535951349395
42,21,5,40,38.017589693702504
43,21,14,85,37.24460610873838
44,23,0,44,37.89464724478612
45,23,9,91,37.19445585623754
46,23,16,74,37.355444609170476
47,23,18,61,37.53165746315781
48,23,20,41,37.98495467139333
49,23,20,67,37.442778513285106
