id,source,destination,data_rates,TR
0,0,5,99,37.13626930022939
1,0,7,60,37.54798891034722
2,0,11,95,37.164242444784634
3,0,16,65,37.47078897704576
4,0,21,44,37.89464724478612
5,0,22,59,37.56480622110088
6,0,23,43,37.923559769910796
7,1,15,66,37.45659545688316
8,1,22,49,37.765379206429685
9,2,4,89,37.2104888985585
10,2,13,83,37.26278013980199
11,2,21,95,37.164242444784634
12,2,23,98,37.1430663713911
13,4,14,83,37.26278013980199
14,4,17,74,37.355444609170476
15,5,11,56,37.618402662930386
16,5,20,58,37.582131622132614
17,6,1,74,37.355444609170476
18,6,2,88,37.218753825231495
19,7,18,45,37.86683286322227
20,8,23,93,37.17905255304339
21,9,18,87,37.227191303872864
22,10,8,53,37.67726176747924
23,10,16,41,37.98495467139333
24,11,1,57,37.59998873008728
25,11,13,52,37.69818875730294
26,12,2,69,37.41621552662307
27,12,17,86,37.23580682328201
28,12,21,46,37.840054368058865
29,13,5,94,37.171575521554416
30,13,12,41,37.98495467139333
31,13,17,74,37.355444609170476
32,15,3,85,37.24460610873838
33,15,14,95,37.164242444784634
34,16,7,96,37.157049187586125
35,16,7,77,37.32239214361373
36,17,13,74,37.355444609170476
37,17,18,49,37.765379206429685
38,18,6,72,37.37884716291769
39,19,2,83,37.26278013980199
40,19,21,54,37.65700972825613
41,20,3,55,37.63740016232012
42,20,10,73,37.36700237599409
43,21,1,88,37.218753825231495
44,21,7,80,37.29157767030629
45,22,4,96,37.157049187586125
46,22,18,79,37.301614770683834
47,22,23,96,37.157049187586125
48,23,0,60,37.54798891034722
49,23,9,45,37.86683286322227
