id,source,destination,data_rates,TR
0,0,11,40,38.017589693702504
1,1,11,74,37.355444609170476
2,1,18,44,37.89464724478612
3,1,22,54,37.65700972825613
4,2,3,58,37.582131622132614
5,2,9,40,38.017589693702504
6,2,17,71,37.39098987287112
7,3,6,41,37.98495467139333
8,3,10,59,37.56480622110088
9,3,12,91,37.19445585623754
10,3,19,97,37.149991772318295
11,4,15,54,37.65700972825613
12,4,21,86,37.23580682328201
13,5,3,53,37.67726176747924
14,5,7,61,37.53165746315781
15,6,1,93,37.17905255304339
16,6,11,66,37.45659545688316
17,7,5,99,37.13626930022939
18,7,6,56,37.618402662930386
19,7,13,93,37.17905255304339
20,8,5,49,37.765379206429685
21,8,5,93,37.17905255304339
22,10,6,91,37.19445585623754
23,10,7,85,37.24460610873838
24,11,4,80,37.29157767030629
25,11,8,84,37.2535951349395
26,11,15,78,37.31188354017956
27,11,22,98,37.1430663713911
28,13,1,95,37.164242444784634
29,13,19,64,37.48537481325325
30,14,19,75,37.34416348834902
31,14,20,42,37.95363786309809
32,17,0,84,37.2535951349395
33,17,2,49,37.765379206429685
34,18,10,90,37.20239125939691
35,20,5,44,37.89464724478612
36,20,19,81,37.2817644426715
37,20,22,81,37.2817644426715
38,21,2,40,38.017589693702504
39,21,3,54,37.65700972825613
40,21,5,94,37.171575521554416
41,21,12,99,37.13626930022939
42,21,20,46,37.840054368058865
43,21,22,55,37.63740016232012
44,22,1,59,37.56480622110088
45,22,4,93,37.17905255304339
46,22,11,52,37.69818875730294
47,23,6,56,37.618402662930386
48,23,10,89,37.2104888985585
49,23,21,90,37.20239125939691
