id,source,destination,data_rates,TR
0,0,11,79,37.301614770683834
1,0,15,65,37.47078897704576
2,0,19,52,37.69818875730294
3,1,4,66,37.45659545688316
4,3,8,86,37.23580682328201
5,3,16,83,37.26278013980199
6,3,23,80,37.29157767030629
7,4,10,53,37.67726176747924
8,4,15,49,37.765379206429685
9,5,15,70,37.40344197197376
10,5,22,42,37.95363786309809
11,6,1,66,37.45659545688316
12,6,14,73,37.36700237599409
13,7,13,53,37.67726176747924
14,7,18,55,37.63740016232012
15,8,6,85,37.24460610873838
16,8,9,94,37.171575521554416
17,8,10,89,37.2104888985585
18,8,20,55,37.63740016232012
19,9,1,49,37.765379206429685
20,9,11,83,37.26278013980199
21,12,17,60,37.54798891034722
22,13,2,58,37.582131622132614
23,13,15,77,37.32239214361373
24,14,13,70,37.40344197197376
25,14,17,71,37.39098987287112
26,15,9,55,37.63740016232012
27,15,16,58,37.582131622132614
28,15,21,57,37.59998873008728
29,16,2,68,37.42932324357242
30,16,5,64,37.48537481325325
31,16,11,88,37.218753825231495
32,16,18,40,38.017589693702504
33,16,21,63,37.500369601818775
34,17,1,68,37.42932324357242
35,17,4,98,37.1430663713911
36,17,18,82,37.27216763919369
37,18,12,48,37.78937895353953
38,18,16,82,37.27216763919369
39,19,17,42,37.95363786309809
40,19,23,68,37.42932324357242
41,20,3,85,37.24460610873838
42,20,4,92,37.18667783981465
43,21,4,41,37.98495467139333
44,21,12,88,37.218753825231495
45,21,13,60,37.54798891034722
46,21,17,81,37.2817644426715
47,22,7,72,37.37884716291769
48,22,16,86,37.23580682328201
49,23,2,90,37.20239125939691
