id,source,destination,data_rates,TR
0,0,6,54,37.65700972825613
1,0,19,62,37.51579094120173
2,0,22,90,37.20239125939691
3,1,6,67,37.442778513285106
4,1,18,48,37.78937895353953
5,1,19,94,37.171575521554416
6,2,11,94,37.171575521554416
7,2,17,67,37.442778513285106
8,4,21,55,37.63740016232012
9,4,21,81,37.2817644426715
10,4,23,87,37.227191303872864
11,5,15,90,37.20239125939691
12,5,16,93,37.17905255304339
13,6,20,54,37.65700972825613
14,7,3,88,37.218753825231495
15,7,3,92,37.18667783981465
16,7,4,41,37.98495467139333
17,8,1,92,37.18667783981465
18,8,2,65,37.47078897704576
19,8,14,87,37.227191303872864
20,9,3,65,37.47078897704576
21,10,16,81,37.2817644426715
22,11,12,73,37.36700237599409
23,11,14,41,37.98495467139333
24,11,23,81,37.2817644426715
25,12,9,71,37.39098987287112
26,13,10,91,37.19445585623754
27,14,22,54,37.65700972825613
28,15,4,40,38.017589693702504
29,15,10,91,37.19445585623754
30,16,5,65,37.47078897704576
31,16,11,51,37.719825426798955
32,16,18,71,37.39098987287112
33,17,1,64,37.48537481325325
34,17,10,84,37.2535951349395
35,17,13,51,37.719825426798955
36,17,18,56,37.618402662930386
37,18,0,72,37.37884716291769
38,18,8,47,37.81425417831495
39,18,12,62,37.51579094120173
40,18,19,43,37.923559769910796
41,19,10,41,37.98495467139333
42,19,18,52,37.69818875730294
43,20,11,82,37.27216763919369
44,20,16,73,37.36700237599409
45,21,4,80,37.29157767030629
46,22,1,97,37.149991772318295
47,22,5,95,37.164242444784634
48,22,9,70,37.40344197197376
49,23,13,90,37.20239125939691
