id,source,destination,data_rates,TR
0,0,1,50,37.74220895753981
1,0,3,69,37.41621552662307
2,0,9,73,37.36700237599409
3,0,12,81,37.2817644426715
4,1,2,75,37.34416348834902
5,1,12,42,37.95363786309809
6,3,4,96,37.157049187586125
7,3,10,98,37.1430663713911
8,3,16,80,37.29157767030629
9,4,9,78,37.31188354017956
10,4,18,49,37.765379206429685
11,4,23,69,37.41621552662307
12,4,23,87,37.227191303872864
13,5,4,60,37.54798891034722
14,5,13,71,37.39098987287112
15,5,15,61,37.53165746315781
16,6,1,60,37.54798891034722
17,6,21,91,37.19445585623754
18,6,22,56,37.618402662930386
19,8,15,93,37.17905255304339
20,8,22,76,37.333149136404685
21,9,2,75,37.34416348834902
22,9,8,86,37.23580682328201
23,10,15,68,37.42932324357242
24,10,17,73,37.36700237599409
25,10,23,76,37.333149136404685
26,11,0,70,37.40344197197376
27,11,16,89,37.2104888985585
28,11,17,61,37.53165746315781
29,11,22,57,37.59998873008728
30,13,6,46,37.840054368058865
31,14,8,44,37.89464724478612
32,15,3,92,37.18667783981465
33,15,12,93,37.17905255304339
34,15,20,80,37.29157767030629
35,16,0,46,37.840054368058865
36,16,10,75,37.34416348834902
37,17,2,67,37.442778513285106
38,17,21,80,37.29157767030629
39,17,23,86,37.23580682328201
40,18,11,84,37.2535951349395
41,18,17,45,37.86683286322227
42,19,12,86,37.23580682328201
43,19,18,71,37.39098987287112
44,20,13,67,37.442778513285106
45,20,15,48,37.78937895353953
46,21,3,43,37.923559769910796
47,21,13,79,37.301614770683834
48,22,1,93,37.17905255304339
49,23,20,93,37.17905255304339
