id,source,destination,data_rates,TR
0,0,6,93,37.17905255304339
1,0,8,89,37.2104888985585
2,0,10,80,37.29157767030629
3,0,10,74,37.355444609170476
4,0,16,93,37.17905255304339
5,0,20,64,37.48537481325325
6,0,23,47,37.81425417831495
7,1,21,42,37.95363786309809
8,2,6,76,37.333149136404685
9,2,6,64,37.48537481325325
10,2,7,42,37.95363786309809
11,2,20,58,37.582131622132614
12,2,20,54,37.65700972825613
13,3,8,97,37.149991772318295
14,3,19,86,37.23580682328201
15,4,12,43,37.923559769910796
16,4,20,79,37.301614770683834
17,4,21,81,37.2817644426715
18,5,16,56,37.618402662930386
19,6,7,79,37.301614770683834
20,6,13,84,37.2535951349395
21,9,21,41,37.98495467139333
22,10,9,41,37.98495467139333
23,10,20,92,37.18667783981465
24,11,17,92,37.18667783981465
25,11,19,57,37.59998873008728
26,12,7,89,37.2104888985585
27,12,20,67,37.442778513285106
28,13,3,52,37.69818875730294
29,13,11,97,37.149991772318295
30,14,15,97,37.149991772318295
31,15,23,71,37.39098987287112
32,16,2,86,37.23580682328201
33,16,14,43,37.923559769910796
34,16,18,72,37.37884716291769
35,17,10,67,37.442778513285106
36,18,2,53,37.67726176747924
37,18,16,77,37.32239214361373
38,20,4,54,37.65700972825613
39,20,10,46,37.840054368058865
40,20,21,64,37.48537481325325
41,21,7,65,37.47078897704576
42,21,11,72,37.37884716291769
43,22,4,63,37.500369601818775
44,22,18,52,37.69818875730294
45,23,1,67,37.442778513285106
46,23,9,76,37.333149136404685
47,23,12,84,37.2535951349395
48,23,12,71,37.39098987287112
49,23,13,70,37.40344197197376
