30,3844.027685878585
31,3838.8013025554264
32,3833.8436158564386
33,3829.1339702135515
34,3824.653813395659
35,3820.3864313206445
36,3816.3167225098023
37,3812.4310053671506
38,3808.7168527854096
39,3805.162949617177
40,3801.758969370251
41,3798.4954671393325
42,3795.3637863098093
43,3792.3559769910803
44,3789.464724478612
45,3786.683286322227
46,3784.0054368058863
47,3781.4254178314945
48,3778.937895353953
49,3776.5379206429693
50,3774.220895753981
51,3771.982542679895
52,3769.8188757302937
53,3767.7261767479235
54,3765.7009728256126
55,3763.740016232012
56,3761.8402662930393
57,3759.9988730087284
58,3758.213162213262
59,3756.4806221100876
60,3754.798891034722
61,3753.165746315782
62,3751.579094120173
63,3750.0369601818775
64,3748.5374813253256
65,3747.078897704575
66,3745.6595456883156
67,3744.2778513285107
68,3742.932324357242
69,3741.621552662307
70,3740.344197197377
71,3739.098987287112
72,3737.8847162917687
73,3736.700237599409
74,3735.5444609170477
75,3734.416348834902
76,3733.3149136404686
77,3732.2392143613724
78,3731.1883540179556
79,3730.161477068383
80,3729.1577670306287
81,3728.17644426715
82,3727.216763919369
83,3726.2780139801985
84,3725.35951349395
85,3724.460610873838
86,3723.580682328201
87,3722.7191303872864
88,3721.8753825231497
89,3721.04888985585
90,3720.2391259396913
91,3719.4455856237537
92,3718.6677839814647
93,3717.9052553043393
94,3717.1575521554423
95,3716.424244478464
96,3715.7049187586117
97,3714.999177231829
98,3714.30663713911
99,3713.626930022939
100,3712.9597010630787
