id,source,destination,data_rates,TR
0,0,5,46,75.57300000000001
1,1,8,55,75.168
2,1,19,48,75.471
3,1,20,53,75.247
4,2,4,59,75.023
5,2,12,76,74.56
6,3,13,71,74.676
7,3,14,59,75.023
8,4,5,59,75.023
9,4,19,45,75.626
10,5,8,60,74.98899999999999
11,5,13,43,75.73899999999999
12,6,2,44,75.682
13,6,5,64,74.86399999999999
14,6,10,63,74.89399999999999
15,6,15,62,74.925
16,7,14,69,74.726
17,7,22,80,74.477
18,8,1,94,74.238
19,8,2,84,74.40100000000001
20,8,23,62,74.925
21,9,0,86,74.366
22,9,6,96,74.209
23,9,8,84,74.40100000000001
24,10,6,94,74.238
25,10,14,63,74.89399999999999
26,10,21,67,74.779
27,11,9,95,74.223
28,11,10,94,74.238
29,12,14,80,74.477
30,12,17,48,75.471
31,12,18,82,74.438
32,12,20,72,74.652
33,13,0,95,74.223
34,13,16,40,75.92699999999999
35,13,20,57,75.093
36,14,1,93,74.252
37,14,17,90,74.29899999999999
38,15,20,71,74.676
39,16,0,52,75.289
40,16,5,48,75.471
41,16,19,73,74.628
42,17,1,44,75.682
43,18,14,65,74.835
44,20,3,45,75.626
45,20,3,95,74.223
46,20,7,93,74.252
47,21,13,84,74.40100000000001
48,22,6,50,75.377
49,22,17,76,74.56
