id,source,destination,data_rates,TR
0,0,14,62,74.925
1,0,21,68,74.752
2,1,5,57,75.093
3,2,9,75,74.582
4,2,16,68,74.752
5,3,6,59,75.023
6,3,6,59,75.023
7,3,16,87,74.34899999999999
8,3,17,92,74.268
9,3,23,54,75.207
10,4,21,95,74.223
11,5,8,99,74.167
12,6,4,98,74.181
13,6,19,54,75.207
14,6,22,98,74.181
15,7,0,72,74.652
16,7,18,57,75.093
17,7,19,50,75.377
18,8,17,94,74.238
19,8,19,94,74.238
20,10,2,49,75.423
21,11,2,63,74.89399999999999
22,11,4,46,75.57300000000001
23,11,10,67,74.779
24,11,14,88,74.332
25,12,7,70,74.70100000000001
26,13,10,51,75.332
27,13,12,44,75.682
28,14,3,72,74.652
29,14,23,67,74.779
30,16,1,42,75.79899999999999
31,16,5,71,74.676
32,16,21,44,75.682
33,17,5,90,74.29899999999999
34,17,18,96,74.209
35,17,22,71,74.676
36,18,3,53,75.247
37,18,5,53,75.247
38,18,11,52,75.289
39,19,3,53,75.247
40,19,6,88,74.332
41,19,7,41,75.862
42,19,14,51,75.332
43,19,15,64,74.86399999999999
44,20,12,92,74.268
45,20,14,68,74.752
46,20,14,49,75.423
47,21,16,71,74.676
48,23,5,62,74.925
49,23,6,57,75.093
