id,source,destination,data_rates,TR
0,0,3,47,75.521
1,0,4,49,75.423
2,1,2,59,75.023
3,1,17,77,74.539
4,1,20,89,74.315
5,1,23,66,74.807
6,2,7,93,74.252
7,2,16,43,75.73899999999999
8,2,21,71,74.676
9,3,4,59,75.023
10,4,9,52,75.289
11,4,17,58,75.057
12,5,8,92,74.268
13,6,16,93,74.252
14,7,20,41,75.862
15,8,10,55,75.168
16,9,2,57,75.093
17,9,5,61,74.957
18,10,16,70,74.70100000000001
19,10,16,96,74.209
20,10,19,72,74.652
21,11,1,95,74.223
22,11,1,80,74.477
23,11,1,66,74.807
24,11,5,83,74.42
25,11,5,48,75.471
26,12,13,88,74.332
27,12,20,57,75.093
28,12,20,55,75.168
29,12,20,87,74.34899999999999
30,13,0,93,74.252
31,13,2,43,75.73899999999999
32,13,14,85,74.383
33,16,1,47,75.521
34,16,9,89,74.315
35,16,22,74,74.605
36,17,9,89,74.315
37,18,21,66,74.807
38,20,0,55,75.168
39,20,23,99,74.167
40,20,23,88,74.332
41,21,4,82,74.438
42,21,20,70,74.70100000000001
43,22,7,90,74.29899999999999
44,22,10,73,74.628
45,22,10,74,74.605
46,22,21,45,75.626
47,23,14,83,74.42
48,23,21,55,75.168
49,23,22,63,74.89399999999999
