id,source,destination,data_rates,TR
0,1,11,84,74.40100000000001
1,1,23,40,75.92699999999999
2,2,1,85,74.383
3,2,7,44,75.682
4,2,18,91,74.283
5,2,20,74,74.605
6,3,18,61,74.957
7,3,21,41,75.862
8,4,12,67,74.779
9,5,9,44,75.682
10,5,11,58,75.057
11,5,14,52,75.289
12,6,22,99,74.167
13,7,1,41,75.862
14,7,10,76,74.56
15,7,19,98,74.181
16,7,19,64,74.86399999999999
17,8,2,81,74.458
18,10,5,67,74.779
19,10,8,56,75.13
20,10,16,64,74.86399999999999
21,11,0,60,74.98899999999999
22,12,4,58,75.057
23,12,20,80,74.477
24,13,11,60,74.98899999999999
25,14,20,48,75.471
26,15,0,56,75.13
27,15,4,51,75.332
28,15,5,48,75.471
29,15,8,85,74.383
30,15,12,61,74.957
31,15,20,87,74.34899999999999
32,16,21,58,75.057
33,17,18,60,74.98899999999999
34,17,23,51,75.332
35,18,19,92,74.268
36,18,22,74,74.605
37,19,5,83,74.42
38,19,17,97,74.194
39,19,21,77,74.539
40,20,7,48,75.471
41,20,18,93,74.252
42,21,5,85,74.383
43,22,13,99,74.167
44,23,0,72,74.652
45,23,1,41,75.862
46,23,16,55,75.168
47,23,18,59,75.023
48,23,20,51,75.332
49,23,20,60,74.98899999999999
