id,source,destination,data_rates,TR
0,0,11,92,74.268
1,1,5,51,75.332
2,1,6,75,74.582
3,2,5,55,75.168
4,2,5,65,74.835
5,2,9,59,75.023
6,2,11,77,74.539
7,2,11,63,74.89399999999999
8,3,22,96,74.209
9,4,13,77,74.539
10,5,2,80,74.477
11,5,4,57,75.093
12,5,16,85,74.383
13,5,20,45,75.626
14,6,13,77,74.539
15,7,3,92,74.268
16,7,6,57,75.093
17,7,8,85,74.383
18,7,9,78,74.518
19,8,1,66,74.807
20,9,22,82,74.438
21,10,8,76,74.56
22,10,12,94,74.238
23,11,2,63,74.89399999999999
24,11,17,47,75.521
25,12,1,60,74.98899999999999
26,12,13,80,74.477
27,12,15,79,74.497
28,13,1,51,75.332
29,13,6,88,74.332
30,13,16,84,74.40100000000001
31,14,16,63,74.89399999999999
32,15,20,88,74.332
33,15,22,99,74.167
34,16,3,68,74.752
35,16,10,94,74.238
36,16,11,84,74.40100000000001
37,16,14,52,75.289
38,17,13,85,74.383
39,17,19,60,74.98899999999999
40,18,1,61,74.957
41,18,6,97,74.194
42,18,8,42,75.79899999999999
43,18,12,86,74.366
44,18,23,78,74.518
45,19,1,41,75.862
46,19,5,97,74.194
47,20,13,78,74.518
48,21,10,85,74.383
49,21,15,72,74.652
