id,source,destination,data_rates,TR
0,0,4,96,74.209
1,0,14,81,74.458
2,0,15,74,74.605
3,1,0,41,75.862
4,1,6,96,74.209
5,1,11,51,75.332
6,1,14,85,74.383
7,2,11,42,75.79899999999999
8,2,17,43,75.73899999999999
9,5,17,71,74.676
10,6,2,62,74.925
11,7,14,70,74.70100000000001
12,7,16,99,74.167
13,7,16,54,75.207
14,8,3,72,74.652
15,8,5,44,75.682
16,8,18,96,74.209
17,8,22,53,75.247
18,9,19,66,74.807
19,10,4,60,74.98899999999999
20,10,6,82,74.438
21,10,9,68,74.752
22,10,16,45,75.626
23,10,18,82,74.438
24,10,19,51,75.332
25,11,0,59,75.023
26,11,23,75,74.582
27,12,4,78,74.518
28,12,13,52,75.289
29,12,19,60,74.98899999999999
30,13,18,51,75.332
31,13,20,44,75.682
32,14,2,82,74.438
33,14,9,96,74.209
34,15,23,62,74.925
35,16,4,50,75.377
36,16,23,49,75.423
37,17,1,88,74.332
38,17,20,73,74.628
39,17,22,79,74.497
40,19,4,40,75.92699999999999
41,19,11,77,74.539
42,19,16,66,74.807
43,19,17,91,74.283
44,19,21,85,74.383
45,22,1,69,74.726
46,22,3,99,74.167
47,22,11,85,74.383
48,22,16,50,75.377
49,23,17,69,74.726
