id,source,destination,data_rates,TR
0,0,15,65,74.835
1,1,14,85,74.383
2,1,15,41,75.862
3,2,13,65,74.835
4,2,18,68,74.752
5,3,2,59,75.023
6,3,15,92,74.268
7,5,2,96,74.209
8,5,6,59,75.023
9,5,7,94,74.238
10,5,23,52,75.289
11,6,1,90,74.29899999999999
12,6,2,41,75.862
13,6,12,63,74.89399999999999
14,7,23,81,74.458
15,8,1,42,75.79899999999999
16,8,18,50,75.377
17,10,14,91,74.283
18,11,5,41,75.862
19,11,22,89,74.315
20,11,22,57,75.093
21,12,14,47,75.521
22,12,14,62,74.925
23,12,19,96,74.209
24,13,3,57,75.093
25,13,12,89,74.315
26,13,21,47,75.521
27,14,18,70,74.70100000000001
28,14,19,61,74.957
29,14,22,50,75.377
30,15,10,77,74.539
31,15,14,56,75.13
32,15,18,95,74.223
33,15,19,73,74.628
34,16,0,74,74.605
35,17,13,96,74.209
36,17,21,84,74.40100000000001
37,18,8,64,74.86399999999999
38,18,10,64,74.86399999999999
39,18,12,87,74.34899999999999
40,19,2,97,74.194
41,19,23,93,74.252
42,20,23,78,74.518
43,21,10,98,74.181
44,21,12,99,74.167
45,22,2,69,74.726
46,22,9,94,74.238
47,22,11,42,75.79899999999999
48,23,3,62,74.925
49,23,3,69,74.726
