id,source,destination,data_rates,TR
0,0,4,96,37.157049187586125
1,0,14,81,37.2817644426715
2,0,15,74,37.355444609170476
3,1,0,41,37.98495467139333
4,1,6,96,37.157049187586125
5,1,11,51,37.719825426798955
6,1,14,85,37.24460610873838
7,2,11,42,37.95363786309809
8,2,17,43,37.923559769910796
9,5,17,71,37.39098987287112
10,6,2,62,37.51579094120173
11,7,14,70,37.40344197197376
12,7,16,99,37.13626930022939
13,7,16,54,37.65700972825613
14,8,3,72,37.37884716291769
15,8,5,44,37.89464724478612
16,8,18,96,37.157049187586125
17,8,22,53,37.67726176747924
18,9,19,66,37.45659545688316
19,10,4,60,37.54798891034722
20,10,6,82,37.27216763919369
21,10,9,68,37.42932324357242
22,10,16,45,37.86683286322227
23,10,18,82,37.27216763919369
24,10,19,51,37.719825426798955
25,11,0,59,37.56480622110088
26,11,23,75,37.34416348834902
27,12,4,78,37.31188354017956
28,12,13,52,37.69818875730294
29,12,19,60,37.54798891034722
30,13,18,51,37.719825426798955
31,13,20,44,37.89464724478612
32,14,2,82,37.27216763919369
33,14,9,96,37.157049187586125
34,15,23,62,37.51579094120173
35,16,4,50,37.74220895753981
36,16,23,49,37.765379206429685
37,17,1,88,37.218753825231495
38,17,20,73,37.36700237599409
39,17,22,79,37.301614770683834
40,19,4,40,38.017589693702504
41,19,11,77,37.32239214361373
42,19,16,66,37.45659545688316
43,19,17,91,37.19445585623754
44,19,21,85,37.24460610873838
45,22,1,69,37.41621552662307
46,22,3,99,37.13626930022939
47,22,11,85,37.24460610873838
48,22,16,50,37.74220895753981
49,23,17,69,37.41621552662307
