id,source,destination,data_rates,TR
0,0,9,57,37.59998873008728
1,0,11,66,37.45659545688316
2,1,15,76,37.333149136404685
3,1,16,98,37.1430663713911
4,2,16,50,37.74220895753981
5,3,4,78,37.31188354017956
6,3,6,45,37.86683286322227
7,4,1,54,37.65700972825613
8,4,15,43,37.923559769910796
9,5,4,72,37.37884716291769
10,5,12,48,37.78937895353953
11,5,13,81,37.2817644426715
12,5,19,99,37.13626930022939
13,7,14,83,37.26278013980199
14,8,13,40,38.017589693702504
15,9,6,42,37.95363786309809
16,9,8,44,37.89464724478612
17,9,13,58,37.582131622132614
18,10,8,57,37.59998873008728
19,10,14,42,37.95363786309809
20,10,18,98,37.1430663713911
21,10,18,89,37.2104888985585
22,11,4,75,37.34416348834902
23,11,5,51,37.719825426798955
24,11,6,60,37.54798891034722
25,11,16,87,37.227191303872864
26,11,23,55,37.63740016232012
27,12,5,61,37.53165746315781
28,13,12,86,37.23580682328201
29,14,2,52,37.69818875730294
30,14,20,46,37.840054368058865
31,15,2,96,37.157049187586125
32,16,7,84,37.2535951349395
33,16,10,85,37.24460610873838
34,16,17,67,37.442778513285106
35,17,0,85,37.24460610873838
36,17,7,76,37.333149136404685
37,18,3,87,37.227191303872864
38,19,11,91,37.19445585623754
39,19,18,69,37.41621552662307
40,20,18,92,37.18667783981465
41,21,2,99,37.13626930022939
42,21,19,80,37.29157767030629
43,22,0,80,37.29157767030629
44,22,10,96,37.157049187586125
45,22,10,91,37.19445585623754
46,22,14,69,37.41621552662307
47,22,19,52,37.69818875730294
48,23,6,74,37.355444609170476
49,23,19,64,37.48537481325325
