id,source,destination,data_rates,TR
0,0,11,92,37.18667783981465
1,1,5,51,37.719825426798955
2,1,6,75,37.34416348834902
3,2,5,55,37.63740016232012
4,2,5,65,37.47078897704576
5,2,9,59,37.56480622110088
6,2,11,77,37.32239214361373
7,2,11,63,37.500369601818775
8,3,22,96,37.157049187586125
9,4,13,77,37.32239214361373
10,5,2,80,37.29157767030629
11,5,4,57,37.59998873008728
12,5,16,85,37.24460610873838
13,5,20,45,37.86683286322227
14,6,13,77,37.32239214361373
15,7,3,92,37.18667783981465
16,7,6,57,37.59998873008728
17,7,8,85,37.24460610873838
18,7,9,78,37.31188354017956
19,8,1,66,37.45659545688316
20,9,22,82,37.27216763919369
21,10,8,76,37.333149136404685
22,10,12,94,37.171575521554416
23,11,2,63,37.500369601818775
24,11,17,47,37.81425417831495
25,12,1,60,37.54798891034722
26,12,13,80,37.29157767030629
27,12,15,79,37.301614770683834
28,13,1,51,37.719825426798955
29,13,6,88,37.218753825231495
30,13,16,84,37.2535951349395
31,14,16,63,37.500369601818775
32,15,20,88,37.218753825231495
33,15,22,99,37.13626930022939
34,16,3,68,37.42932324357242
35,16,10,94,37.171575521554416
36,16,11,84,37.2535951349395
37,16,14,52,37.69818875730294
38,17,13,85,37.24460610873838
39,17,19,60,37.54798891034722
40,18,1,61,37.53165746315781
41,18,6,97,37.149991772318295
42,18,8,42,37.95363786309809
43,18,12,86,37.23580682328201
44,18,23,78,37.31188354017956
45,19,1,41,37.98495467139333
46,19,5,97,37.149991772318295
47,20,13,78,37.31188354017956
48,21,10,85,37.24460610873838
49,21,15,72,37.37884716291769
