id,source,destination,data_rates,TR
0,0,13,55,37.63740016232012
1,0,19,50,37.74220895753981
2,1,7,99,37.13626930022939
3,2,0,63,37.500369601818775
4,2,8,93,37.17905255304339
5,2,11,66,37.45659545688316
6,2,16,99,37.13626930022939
7,2,22,88,37.218753825231495
8,2,22,79,37.301614770683834
9,3,11,50,37.74220895753981
10,3,18,65,37.47078897704576
11,3,20,68,37.42932324357242
12,4,0,60,37.54798891034722
13,4,3,68,37.42932324357242
14,4,11,72,37.37884716291769
15,4,21,76,37.333149136404685
16,5,16,99,37.13626930022939
17,6,17,52,37.69818875730294
18,7,14,56,37.618402662930386
19,7,15,52,37.69818875730294
20,9,3,57,37.59998873008728
21,9,18,94,37.171575521554416
22,9,23,47,37.81425417831495
23,10,6,56,37.618402662930386
24,10,13,59,37.56480622110088
25,11,1,56,37.618402662930386
26,11,8,86,37.23580682328201
27,13,1,41,37.98495467139333
28,13,22,79,37.301614770683834
29,14,20,56,37.618402662930386
30,15,21,42,37.95363786309809
31,15,23,81,37.2817644426715
32,16,7,76,37.333149136404685
33,16,14,70,37.40344197197376
34,17,7,55,37.63740016232012
35,17,12,79,37.301614770683834
36,17,16,46,37.840054368058865
37,18,3,92,37.18667783981465
38,19,5,88,37.218753825231495
39,19,10,86,37.23580682328201
40,19,17,79,37.301614770683834
41,19,20,85,37.24460610873838
42,20,6,42,37.95363786309809
43,20,17,45,37.86683286322227
44,21,7,87,37.227191303872864
45,22,5,94,37.171575521554416
46,22,14,66,37.45659545688316
47,23,12,55,37.63740016232012
48,23,16,56,37.618402662930386
49,23,22,73,37.36700237599409
