id,source,destination,data_rates,TR
0,0,5,73,37.36700237599409
1,0,9,44,37.89464724478612
2,0,16,91,37.19445585623754
3,0,18,89,37.2104888985585
4,1,21,73,37.36700237599409
5,2,6,61,37.53165746315781
6,2,8,64,37.48537481325325
7,3,18,87,37.227191303872864
8,3,20,54,37.65700972825613
9,4,8,55,37.63740016232012
10,4,8,85,37.24460610873838
11,4,14,87,37.227191303872864
12,5,13,59,37.56480622110088
13,6,10,42,37.95363786309809
14,6,17,47,37.81425417831495
15,6,18,41,37.98495467139333
16,7,0,61,37.53165746315781
17,7,2,63,37.500369601818775
18,7,17,50,37.74220895753981
19,9,22,49,37.765379206429685
20,10,0,95,37.164242444784634
21,12,2,91,37.19445585623754
22,12,6,97,37.149991772318295
23,12,8,91,37.19445585623754
24,12,9,59,37.56480622110088
25,12,10,52,37.69818875730294
26,12,14,90,37.20239125939691
27,12,19,41,37.98495467139333
28,12,22,61,37.53165746315781
29,13,10,48,37.78937895353953
30,14,17,63,37.500369601818775
31,15,19,80,37.29157767030629
32,16,1,97,37.149991772318295
33,16,12,65,37.47078897704576
34,17,2,61,37.53165746315781
35,18,21,42,37.95363786309809
36,19,8,55,37.63740016232012
37,19,11,85,37.24460610873838
38,19,12,45,37.86683286322227
39,19,23,87,37.227191303872864
40,20,0,91,37.19445585623754
41,20,22,71,37.39098987287112
42,21,0,80,37.29157767030629
43,21,1,66,37.45659545688316
44,21,3,46,37.840054368058865
45,22,0,50,37.74220895753981
46,22,2,51,37.719825426798955
47,22,8,76,37.333149136404685
48,22,12,97,37.149991772318295
49,23,3,46,37.840054368058865
