id,source,destination,data_rates,TR
0,0,11,63,37.500369601818775
1,1,3,49,37.765379206429685
2,1,8,79,37.301614770683834
3,1,14,87,37.227191303872864
4,1,19,84,37.2535951349395
5,2,1,63,37.500369601818775
6,2,4,83,37.26278013980199
7,2,11,52,37.69818875730294
8,2,12,80,37.29157767030629
9,2,12,95,37.164242444784634
10,2,16,57,37.59998873008728
11,3,14,83,37.26278013980199
12,4,1,92,37.18667783981465
13,4,3,66,37.45659545688316
14,5,1,55,37.63740016232012
15,5,21,65,37.47078897704576
16,5,22,95,37.164242444784634
17,6,2,74,37.355444609170476
18,6,20,54,37.65700972825613
19,7,9,99,37.13626930022939
20,7,11,49,37.765379206429685
21,7,13,62,37.51579094120173
22,7,18,51,37.719825426798955
23,7,19,94,37.171575521554416
24,8,13,90,37.20239125939691
25,8,13,56,37.618402662930386
26,9,11,71,37.39098987287112
27,9,20,68,37.42932324357242
28,10,2,81,37.2817644426715
29,10,9,68,37.42932324357242
30,10,12,53,37.67726176747924
31,11,22,83,37.26278013980199
32,12,10,56,37.618402662930386
33,12,20,64,37.48537481325325
34,13,7,61,37.53165746315781
35,13,8,72,37.37884716291769
36,14,3,78,37.31188354017956
37,15,8,50,37.74220895753981
38,15,21,67,37.442778513285106
39,16,0,48,37.78937895353953
40,16,5,93,37.17905255304339
41,17,14,46,37.840054368058865
42,17,15,51,37.719825426798955
43,19,7,48,37.78937895353953
44,20,0,91,37.19445585623754
45,20,3,62,37.51579094120173
46,20,12,87,37.227191303872864
47,21,6,85,37.24460610873838
48,22,19,43,37.923559769910796
49,23,9,78,37.31188354017956
